Creating gesture-gesture similarity matrix based on LDA...
Found Gesture-Gesture Similarity Matrix Performing SVD
Principal Component 1 Similarity Scores:
Gesture |       Score
560     |       0.10369982389031565
588     |       0.10369982379078405
565     |       0.1036998237737518
11      |       0.10369982369425272
586     |       0.10369982262658924
273     |       0.10369982232265142
268     |       0.10369982119482392
258     |       0.10369981800535558
571     |       0.10369980153213987
563     |       0.10369979864392181
584     |       0.10369978999689024
263     |       0.10369977774807669
575     |       0.1036997727536586
278     |       0.10369964586564008
566     |       0.10369963187921528
578     |       0.10369962781201715
13      |       0.10369953312027862
562     |       0.10369951300994773
574     |       0.10369937028228288
279     |       0.10369931866047465
587     |       0.10369929063815814
581     |       0.10369928959158409
270     |       0.10369919351387875
8       |       0.1036991853617537
567     |       0.1036991396350915
7       |       0.10369906406636858
267     |       0.10369897464304823
577     |       0.1036987668183655
16      |       0.1036986446885055
1       |       0.10369862437687982
20      |       0.10369842443837697
580     |       0.10369824096587849
10      |       0.10369807819057054
14      |       0.10369806205488001
12      |       0.10369801365189588
4       |       0.10369798272007744
5       |       0.10369798088806807
25      |       0.1036979462398825
21      |       0.10369794123564713
250     |       0.10369758199856308
256     |       0.10369738415879358
568     |       0.10369721731545918
251     |       0.1036971775118869
266     |       0.103697176188069
265     |       0.10369716678592616
261     |       0.1036970327094348
582     |       0.10369690484493112
589     |       0.10369677402662078
28      |       0.1036966734035348
29      |       0.10369666036622353
277     |       0.10369662120523145
564     |       0.10369655078558287
585     |       0.10369635352004403
260     |       0.10369624878896082
259     |       0.10369611613591347
269     |       0.10369608016652984
271     |       0.10369596059053474
19      |       0.10369587519818521
31      |       0.10369583442495137
274     |       0.103695726075359
576     |       0.10369566616103244
26      |       0.10369544539761666
3       |       0.10369521565453213
252     |       0.10369467645871487
255     |       0.10369466514452719
264     |       0.10369464277602941
272     |       0.10369463019182379
27      |       0.10369457157737919
2       |       0.1036944431493574
569     |       0.10369440852140689
262     |       0.10369431311017495
24      |       0.10369423297275336
22      |       0.1036941522733175
561     |       0.10369409418672683
573     |       0.10369406027198333
257     |       0.10369387290815484
559     |       0.10369385050043982
570     |       0.10369327308904923
254     |       0.10369257504463061
30      |       0.10369131111611803
275     |       0.10369068627038379
9       |       0.10369052421856953
253     |       0.10369011537668717
249     |       0.10368902371603661
6       |       0.1036859155653578
579     |       0.10368438937936784
17      |       0.10368433482267293
583     |       0.10367802157525802
23      |       0.10367794201038082
18      |       0.10367676066907217
15      |       0.10367589728762316
